ID,Steps
1589958168,"remove from heat and stir in sugar, crumbs and peanut butter; mix well."
1589958168,"spread mixture into prepared pan. melt ""nuggets"" on slow and low heat in microwave or small saucepan until smooth, stirring until melted. cool slightly, and then pour over peanut butter mixture in pan. cool."
1589958168,"cut partially through mixture to mark squares with desired size. can refrigerate or wait until it sets. lift from pan, using handles from foil or wax paper."
1589958168,cut all the way through mixture into squares.
1589958168,serves 24
453427070,preheat oven to 350 degrees.in a small bowl combine flour and salt and set aside.using an electric mixer blend butter until light and fluffy.
453427070,"mix in sugar, eggs, vanilla and mix well followed by nutella and stir until mixture is creamy.stir in flour mixture."
453427070,pour in to greased 11x7 or 8 square brownie pan and bake for 27-32 minutes.cool pan on wire rack.
1554921040,combine all of the ingredients the salad ingredients in a bowl.
1554921040,"combine all of the dressing ingredients in a cup and stir, adjust the ingredients to taste."
1554921040,pour this over the salad and toss.
1554921040,let the salad sit in the refrigerator for a few hours before serving.
1079736161,"in your food processor, add the garbanzo beans, tahini, lemon juice, garlic, salt and cayenne. turn on and pulse until mixture is fairly smooth."
1079736161,"start processor running steady and slowly pour in the water, stopping to test the texture, then adding more water if youd like."
1079736161,"again, with motor running, slowly pour in the olive oil, adding more if youd like."
1079736161,"stop processor, taste and adjust seasonings, pulse and repeat taste testing until you have it the way you like it."
1079736161,add cilantro and pulse a few times.
1079736161,spoon out into a bowl and garnish with a drizzle of olive oil and cilantro if desired.
1079736161,"serve immediately, or cover and refrigerate."
1079736161,"serve as a dip, spread or however youd like!"
1980925783,slice the mozzarella into 1/2 inch slices.slice the tomatoes into slices.arrange the slices alternating the mozzarella and tomatoes in a row.
1980925783,drizzle with olive oil and then with balsamic vinegar
1980925783,sprinkle with a pinch of kosher salt.stack 4 basil leaves together at a time and roll up tightly like a log.make slices along the rolled up leaves diagonally with a knife. loosen the leaves and you should see strips of basil leaves.
1980925783,sprinkle the strings of basil over the slices of mozzarella and tomatoes.
1980925783,serve chilled.
1810164682,"pre-heat oven to ~450f (230c), top heat only."
1810164682,"on the stove, heat cooking fat in a large oven-safe skillet over medium heat."
1810164682,"beat the eggs with the milk (again milk is optional), salt, pepper, and any herbs or spices desired."
1810164682,"add any desired add-ins (other than cheese) to the skillet. for the pittata, we didnt use anything, but this is when you would add your cooked vegetables or raw vegetables that dont require much cooking (e.g. bell pepper)."
1810164682,pour in the egg mixture and tilt the skillet to ensure it evenly surrounds any add-ins. now distribute the shredded cheese and pepperoni slices (if using).
1810164682,allow the eggs to cook on the stove until the edges of the eggs are set. the center will still be a bit jiggly. now is a good time to top with parmesan cheese (be generous!)
1810164682,transfer the pan to the hot oven and bake until the eggs are puffed and browned with a firm center.
1810164682,remove from oven and let cool for a couple minutes before cutting into wedges.
790605241,"mix the marinade ingredients (brown sugar, soy sauce, ginger, sesame oil, chili garlic sauce, and ginger)."
790605241,pour over your sliced pork.marinate no less then 4 hours; overnight is recommended.preheat your grill to high.
790605241,"place pork on grill and grill each side 3 minutes or until cooked through.if you want a sauce to pour over your meat, boil your leftover marinade in a sauce pan for a few minutes until it boils down and thickens. you can then add rice vinegar to taste to thin it and decrease the sweetness."
790605241,pour sauce over meat.
1006699764,mix crushed oreo cookies with butter and press them firmly into a 9 inch cake pan. put in refrigerator and chill until firm.
1006699764,"whisk fresh whipping cream until soft peaks form, set aside"
1006699764,put gelatin and water in a bowl and soak for a while. then place the bowl in a double boiler and heat until gelatin dissolves. set aside.beat cream cheese at medium speed with 3 tablespoon of fresh milk until smooth.
1006699764,"add in hazelnut spread, continue to beat for about 1 minute.mash bananas and mix well with 1/2 tbsp lemon juice then add into the cream cheese mixture, mix well again and transfer to a large bowl."
1006699764,"add whipped cream to the cream cheese mixture with a hand whisk, mix well and add dissolved gelatin into it. lastly fold in 20g crushed oreo cookies with a rubber spatula."
1006699764,pour cream cheese mixture into prepared cake pan and refrigerator for at least 4 hours or overnight.
1006699764,remove chilled cheesecake from cake pan and sprinkle extra crushed oreo biscuits over it.
1035057638,preheat oven to 325 degrees
1035057638,"in a large bowl, combine the graham cracker crumbs with the melted butter. press firmly into an ungreased 12 x 18"" jelly roll pan"
1035057638,"sprinkle the walnuts, chocolate chips, and shredded coconut over the graham cracker crust"
1035057638,"pour the three cans of condensed milk over everything evenly, making sure to completely cover the coconut. use a spatula to spread if needed"
1035057638,"bake for 30-35 minutes, or until lightly golden"
1035057638,"cool to room temperature, or overnight, before cutting and serving"
208299240,"in a large saut pan, melt the butter over medium heat and saut the onion for about 10 minutes, or until lightly browned."
208299240,"transfer the onion to a 7-quart slow cooker and add the potatoes, bay leaf, thyme, and water. cover and cook on low for about 4 hours, or until the potatoes are tender.mash some of the potatoes against the inside of the cooker or use a handheld immersion blender to puree a small amount of potato and thicken the soup slightly."
208299240,"add the corn, chiles, half-and-half, and cup of the cheddar."
208299240,"add the salt to taste and continue cooking for 20 to 30 minutes, or just until all the ingredients are hot.ladle the soup into bowls and garnish each bowl with the remaining cheddar and chopped chives."
592136550,"pulse the almond flour and powdered sugar until blended, then sift twice to make sure all larger pieces of almond are separated out and the flour is blended well."
592136550,"add the lemon zest and lavender to the flour and set aside.pulse the white sugar in processor until very fine.in the large bowl of a standing mixer or by hand, start whipping egg whites until foamy."
592136550,"add a pinch of cream of tartar, and whip until soft peaks form.reduce speed to low, and add the fine white sugar one tablespoon at a time. when fully incorporated, increase speed to medium and then to high, and whip until stiff-peaked. timing varies on this, and this is where practice makes perfect."
592136550,"add your food coloring gel when almost completely done whipping.sift 1/3 of the flour into the egg and fold in completely. repeat until all the flour is incorporated. you want to fold in until the batter is smooth, but still light.spoon into pastry bag fitted with a large tip (i use between 1/2 and 1 inch, depending on what i grab first). pipe 1 inch rounds onto parchment lined baking sheets, pulling the tip to the side so as to not leave a peak mark. i use very thick sheets for this recipe. double up if needed.tap the pan somewhat assertively on the counter to remove any trapped air and help batter to settle."
592136550,"let sit for 1/2 2 hours, until a shell forms on the top and your finger pressed lightly doesnt leave a mark.now, bakers are completely split on the right temperature for baking macarons. some bake slowly at 270-350 degrees. i tried to keep my temperamental oven at around 300 for these, holding the door slightly ajar with a spoon. this way i can keep them in longer to assure that the insides are cooked without browning them on top, which happened with a batch that was drier / baked higher."
592136550,"bake in fully preheated oven for 5 minutes, turn the pan, and bake for around 8 minutes more, or until the feet of the macaron are a bit sturdier than soft.cool on sheets for two minutes, then remove to rack to cool completely.fill with prepared lemon curd and refrigerate to harden."
592136550,serve at room temperature with tea. preferably wearing a skirt. or at least barefoot.
1428377396,early in the day (or the night before) cut the bread into inch cubes and leave out to air dry.
1428377396,place in a large mixing bowl.
1428377396,heat 2 tablespoons of the butter over medium heat in a saute pan and saute the celery till almost tender.
1428377396,add the onions and continue to cook over medium heat until translucent.
1428377396,remove from the heat and add half of the chicken broth to the mixture.
1428377396,add the chopped parsley to the bread cubes and toss to distribute evenly.
1428377396,"pour the celery/onion mixture over all and gently toss, adding additional broth to moisten the bread. use caution to not break up the bread cubes. the cubes should be almost moistened through, but not soaking wet.butter a shallow baking dish with half of the remaining butter and place the stuffing in the middle. dot the top of the stuffing with any remaining butter. cover with aluminum foil and bake for 20 minutes in a preheated 350 degree oven.in the meantime, pat the chops dry with a paper towel and season on both sides with salt and pepper. with a sharp knife, cut 2-3 slices through the fat edge on each chop to prevent curling while chops are cooking. preheat a non-stick saut pan over medium high heat and quickly sear on each side until lightly browned. the chops will still be nearly raw in the center."
1428377396,"remove the foil from the precooked stuffing and place the chops in a single layer over the stuffing. return to the oven and roast for aprox 15-25 minutes, uncovered (depending on the thickness of your chops). the chops should be cooked until the no longer dark pink inside, but still moist and juicy, but not overcooked."
1428377396,remove from the oven and serve.
75518043,"heat oil in a heavy, large dutch oven over medium heat."
75518043,add garlic; stir 1 minute.
75518043,"add eggplant, green bell peppers, tomatoes, onion, zucchini and basil."
75518043,"saute for 5 minutes. cover and simmer until all vegetables are tender, stirring occasionally, about 25 minutes.uncover pot and simmer until juice thickens, stirring occasionally, about 10 minutes."
75518043,mix in vinegar; season to taste with salt and pepper.preheat oven to 350 degrees.
75518043,spread in 9-inch pie dish.
75518043,"sprinkle with cheese, if desired."
75518043,"bake until heated through, about 20 minutes.this recipe yields about 3 cups."
1149433478,"wash, chop the spring onions and check.in a mixing bowl with a whisk the eggs with the grated parmesan."
1149433478,"add chopped onions, milk and a sprinkling of pepper.lining six cavities of a mold silicone muffin with slices of ham and fill with a couple of tablespoons of dough.enter a washed and dried tomatoes in the center of each cake and bake in a preheated oven at 180c for 12-15 minutes."
752010311,"after patting the room temperature scallops dry, salt, pepper and apply granulated garlic to both sides."
752010311,"start the ramen noodles boiling. when boiled for 4 minutes, drain, rinse and shake dry. reserve until needed."
752010311,"heat the oil to medium-high heat in a 12 inch non-stick saute pan. when hot, place the scallops in the pan and cook for three minutes on one side. carefully turn them and cook for another three minutes then remove and reserve in a warming oven with the plates until serving."
752010311,reduce the pan heat to medium and place the minced garlic in the pan. cook for about 1 to 1 minutes.
752010311,"carefully pour in the wine and deglaze the pan, stirring up all of the little brown bits of scallop."
752010311,add the butter and stir to create the pan sauce.
752010311,"add back the pasta, chopped chives and grated parmesan cheese and mix thoroughly."
1859555862,in a medium sauce pan bring water or vegetable stock to a boil then add couscous stirring quickly.
1859555862,"remove from the heat and cover, let stand for 4-5 minutes."
1859555862,remove the lid and stir in the olive oil.
1859555862,"pour cooked couscous in a large bowl to chill, stir occasionally. when cooled stir in remaining ingredients and chill completely."
1893005860,"mix molasses, salad oil, sugar, spices and salt."
1893005860,add eggs and beat.
1893005860,add soda which has been dissolved in 1/8 cup boiling water and stir.
1893005860,add flour and rest of water. batter will be thin.
1893005860,"pour in 9""x13"" pan."
1893005860,bake at 350 degrees until done.
1893005860,serve either hot or cold. may add glaze.
1893005860,"glaze: 1 stick butter, 1/4 cup milk and 1 cup brown sugar."
1893005860,mix all together and bring to boil. boil for about 4 minutes.
1893005860,drizzle over gingerbread.
1644315004,casserole dish (12x9 inches)
1644315004,preheat oven to 400 degrees f
1644315004,"in a baking sheet lined with parchment paper, add sliced zucchini, and sliced butternut squash."
1644315004,"sprinkle pinch of salt and thyme evenly over vegetables, drizzle with olive oil."
1644315004,coat vegetables with hands for even coating of oil and seasoning.
1644315004,roast in the oven for 30 minutes.
1644315004,"when done, remove from oven and reduce heat to 350 degrees f."
1644315004,"meanwhile for the sauce, combine water and arrowroot in a small bowl, set aside."
1644315004,"in a medium saucepan over medium high heat, add coconut spread, when it melts add brown rice flour, whisk until smooth."
1644315004,lower heat to medium.
1644315004,"add coconut milk, almond milk, all seasonings, whisk until smooth."
1644315004,when you begin to see bubbles form quickly whisk in the arrowroot mixture.
1644315004,continue to whisk for a minute until mixture has thickened to the consistency of a cream sauce.
1644315004,set aside.
1049546365,soak dried navy beans overnight in a large pot. you want the water to be cold and about 2-3 inches above the beans. cover and refrigerate at least 8 hours.
1049546365,drain and rinse the beans.
1049546365,"place in a large pot and cover by 4-5 inches of fresh water. bring to a boil, reduce heat and simmer for 1 1 hours until the beans are tender but not bursting."
1049546365,"in the meantime, combine teriyaki sauce, soy sauce, pineapple juice, brown sugar and ginger in a medium bowl."
1049546365,whisk until brown sugar has dissolved. set aside.
1049546365,preheat oven to 350
1049546365,"reserving 2 cups of the boiled water, drain the beans."
1049546365,"in a large dutch oven, saut bacon for 3-4 minutes over medium high heat. with a slotted spoon remove bacon and set aside."
1049546365,"add onions to the bacon fat and cook until translucent, about 5 minutes."
1049546365,"add garlic and pineapple and saut for an additional minute, until the garlic becomes fragrant."
1049546365,"place bacon back into the dutch oven and add the cubed ham steak, beans, reserved water, and prepared sauce. stir well to combine."
1049546365,"bake in the oven covered for 10 minutes. reduce heat to 200 and continue to cook for 6 hours, stirring halfway through."
1049546365,"after 6 hours, remove lid, increase heat to 350 and cook for an additional 1-2 hours stirring every twenty minutes until the sauce has thickened."
734806928,saute lamb chops in 2 teaspoons of olive oil.
734806928,"place 2 teaspoons of olive oil in a wok and add onions, carrots, salt and pepper, oregano and stock."
734806928,"add lamb, mushrooms and peas.in a separate bowl, mix parsley, lemon juice and cinnamon."
734806928,add this mixture to the wok.
734806928,serve with couscous.
1834376080,"in a bowl, put fish fillet and put the ff also : rice wine, soy sauce, white pepper, sugar, all spice and curry powder."
1834376080,"mix them well and marinate for 30 minutes. set aside in the fridge.then beat 2 eggs and slowly add to the marinated fish, add also the corn flour and baking powder"
1834376080,"mix well and make sure the fillet is well coated.now you can start frying, the oil should be hot."
1050045159,preheat oven to 190 degree celsius.
1050045159,combine the ingredients into a mixing bowl
1050045159,stir and mix well in one direction and form into ball shape.
1050045159,spray the oven tray/pan with non-stick spray.
1050045159,place the meat balls on the greased oven pan.
1050045159,bake for 20 minutes; try to shake the pan once a while to ensure the balls cook at all sides.
1050045159,bake until golden brown or the inside of the meat should not be pink.
1050045159,serve the satay meat ball with chili sauce or sweet chili dipping sauce.tips:you can use pork or chicken mince for this recipe too.
113708001,"prep your ice cream maker according to the manufacturers directions.in a medium sauce pan, heat the half & half until warm- not hot.in a bowl, whisk the egg yolks until blended."
113708001,add the sugar and about 1/2 of the warm half and half. stir to combine well and add the mixture back to the saucepan.
113708001,whisking briskly while combining.cook over medium heat until the mixture coats the back of a silicone spatula (about 10-12 minutes).
113708001,"remove from heat and add the chocolate and coffee, stir to melt and combine thoroughly."
113708001,"place the pan with the custard in an ice bath to cool, stirring occasionally, until it reaches room temperature."
113708001,add the whipping cream and vanilla
113708001,pour into another container and chill until cold -several hours-or you are ready pour into the ice cream maker.freeze in the ice cream maker according to the manufacturers directions. makes about a quart.
1424653245,"prepare the quinoa: in a medium saucepan combine the quinoa, water and 1/4 t. salt. bring to a boil, reduce heat to low, cover and simmer until the liquid is just absorbed, about 15 minutes."
1424653245,"spread the cooked quinoa out on a baking sheet to cool for about 20 minutes.in a large bowl whisk together lime juice, zest, honey, sour cream and olive oil."
1424653245,"add the cooled quinoa, strawberries, mango, cucumber and mint. toss well to combine and season with salt &amp; pepper."
1424653245,serve immediately.
1517032266,sift flour and powdered sugar together.
1517032266,cut in butter until well blended. press mixture over bottom of a 9 by 13 by 2-inch pan.
1517032266,bake about 25 minutes at 300 until lightly browned.
1517032266,combine remaining ingredients and spread on top of the baked crust.
1517032266,bake at 350 for 25 to 30 minutes.
1517032266,sprinkle with powdered sugar.
590097313,"in a pot on low heat, pour in your already cooked tuwo rice, the coconut milk and the condensed milk. stir and leave to simmer on low heat till the milk becomes absorbed in the rice.mash the rice a little bit as it is boiling in the pot of milk. once rice has absorbed the milk completely, take off the stove and allow it to cool.chop the fruits you would like to add to the pudding and set aside.grate your coconut and set aside or use store bought coconut flakes.in a pan, pour in your coconut flakes and heat up to toast. stir it around so it does not burn until you achieve a light brown color and take it off the heat."
590097313,serve the rice pudding with the fruits and toasted coconut flakes sprinkled over it as a dessert.
735558188,combine all of the ingredients for the bbq sauce in a small bowl.
735558188,clean and pat dry the chicken thighs.
735558188,place in a baking dish and rub the chicken thighs all over with the sauce.
735558188,place in oven and bake for 40-45 minutes.
244679391,"puree the tahini in the food processor for about a minute until it becomes a paste. then add the olive oil, garlic lemon juice, cumin and salt and pulse until the ingrdients are well incorporated."
244679391,add the chickpeas (skinned or not) in two batches. wait for the first batch to be completely smooth until the next one is added.
244679391,the taste will vary. if you want the hummus to be smoother it is up to you to add more lemon juice or water to reach your level of smoothness.
244679391,pour hummus into a bowl.
244679391,"garnish with garbanzo beans in the middle of the bowl, paprika (hot or mild), and add your best extra virgin olive oil on top."
244679391,serve with warm pita bread (whole wheat preferred).
888769011,start by making the buttermilk.
888769011,"mix together the almond milk and vinegar, set aside.in a large bowl, whisk together all of the dry ingredients: almond flour, tapioca flour, xanthan gum, salt, and baking powder.in a medium-sized bowl, whisk together all of the wet ingredients: agave nectar, eggs, milk mixture, water, and vanilla."
888769011,"whisk the wet ingredients into the dry, mixing well."
888769011,add warm water one tablespoon at a time if the batter needs to be thinned out more.
888769011,"heat a skillet or griddle over medium heat.lightly grease the skillet and, using an ice cream scoop, pour in the batter. then, spread it out with the back of a spoon.cook for 1 minute, or until the bottom of the pancake is firm.flip it over, squish it down with a spatula, and cook an additional 1-2 minutes or until done.set aside on a plate and repeat with the remaining batter. makes 10-12 pancakes."
888769011,serve with earth balance butter and syrup or fruit. delicious!
1258544651,chop the veggies and fruits into bite sized morsels.
1258544651,combine in a bowl.
1258544651,make a salad dressing with the dressing ingredients.
1258544651,pour over the salad when you want to eat the salad.
1258544651,pix at http://rawgirlinmumbai.blogspot.com/2011/01/fig-apple-and-roquette-salad.html
875525134,"cut polenta into large pieces and heat with broth in medium saucepan over medium-low heat about 5 minutes, mashing and stirring polenta as it cooks until smooth."
875525134,"add cheese and stir until melted, about 1 minute. season to taste with pepper.this recipe yields 6 servings."
1139776591,crumble cookies and save 1/3 for topping.
1139776591,mix butter and 2/3 cookie crumbs. press into bottom of long cake pan.
1139776591,layer 1/2 gallon of ice cream and 1/2 can of syrup.
1139776591,layer cool whip.
1139776591,add remaining cookie crumbs and chocolate syrup. freeze overnight or at least 12 hours.
1722759557,"we like to make this on the grill. while you can make these in the oven or on the stove, making them on the grill has always been the best option and the one we like the best.take a large cast iron skillet and add the bratwurst links, quartered onions, and then pour a bottle of guinness stout over the ingredients."
1722759557,"place on the grill with a temperature of about 400 and then close the lid.about every 5-10 minutes lift the lid and toss the onions and brats in the guinness. after about 45 minutes to an hour, you are done.take a grilled brat and some caramelized onions onto a hotdog bun."
1722759557,serve immediately.
766903386,heat oven to 32
766903386,"cut loaf of bread into two halves.in a small pan over medium heat melt butter with olive oil, garlic, and parsley."
766903386,brush the butter garlic mixture over the bread.take all of the cheeses and mix them together well.cover each loaf with the cheese mixture as completely as possible.
766903386,"place in the preheated oven for 10 minutes, or until the cheese is bubbly and starts to turn brown."
766903386,remove from oven and allow to cool.
297396139,drain and flake salmon. spray 9 x 13-inch baking pan with non-stick vegetable coating.
297396139,combine flaked salmon with remaining ingredients and pour into prepared baking pan.
297396139,"bake at 375 f for 30 minutes, or until frittata is set."
365141307,heat oil in a frying pan. lightly fry the chopped dried shrimps and tofu separately. dish out and leave aside.
365141307,stir fry the pounded ingredients and kaffir lime leaves until aromatic.
365141307,add prawns and fry until they are half-cooked. dish out the prawns and set aside.
365141307,add in seasonings and bring to the boil.
365141307,add meehoon and stir fry.
365141307,"mix in dried shrimps, tofu slices, prawns, chives and beansprouts. toss well."
365141307,serve hot with a drizzle of lime/lemon juice.
1218890952,beat egg whites and only 2 tablespoons of sugar into stiff peaks.
1218890952,"mix the remaining sugar, flour, corn starch and baking powder in a separate bowl.sift the flour and sugar mixture into the egg whites; stir very gently the mixture until smooth.stir in the melted butter."
1218890952,"add half of the marzipan and amaretto, mix and combine."
1218890952,pour the mixture into a suitable silicon mould (or regular round shape greased and sprinkled with bread crumbs).
1218890952,sprinkle the top with the rest of the marzipan and sliced almonds.
1218890952,bake the cake in the oven at 180c for 30 - 40 minutes or until done (the trick with a toothpick).
1218890952,"let it completely cool in the mould, then turn onto a serving plate."
485227464,"in a large sauce pan, combine corn, beans, tomatoes, chicken, enchilada sauce, mushroom soup, and milk."
485227464,cook over medium heat while stirring for 15 minutes.
485227464,serve over tortillas chips and topped with shredded cheese.
737717641,"combine the lemongrass, garlic, soy sauce, fish sauce, chili paste, salt, sugar, and oil in a bowl."
737717641,"add the shrimp and marinate for 15 minutes. thread the shrimp on the skewers and set them aside. start a charcoal grill or preheat a gas grill to moderate heat. just before serving, grill the shrimp, turning the skewers, until just done, about 2 or 3 minutes total, depending on the size. if you dont have a grill, trim the"
737717641,serves 4 as an appetizer
737717641,"pleasures of the vietnamese table, by mai pham.note: vietnamese cuisine comes from an extraordinarily rich tradition, one that combines chinese, french, and indian influences. acclaimed chef, cooking teacher and restaurateur mai pham has returned to her native land on numerous occasions to learn the secrets of its regional cuisine.the following recipe is excerpted from her latest book, pleasures of the vietnamese table, a compilation of over 100 classic recipes that define vietnamese cuisine today. these recipes are accompanied by marvelous stories and family anecdotes, as well as fine black and white photographs of the authors native land."
70570282,beat the eggs with the sugar.
70570282,"melt the butter, chocolate & nutella together."
70570282,combine the chocolate mixture with the eggs & stir in the dry ingredients.
70570282,butter & flour a spring form pan.
70570282,add mixture to pan.
70570282,cook at 350 f / 185 c for 40 minutes or until a toothpick inserted into the center comes out clean.
1969726286,"combine the flax, applesauce and almond milk together in a small bowl. set aside to allow to thicken. in a food processor, combine the blueberries, pear, black beans and oil. pulse until the mixture become very smooth. next, add the extracts and process until fully combined."
1969726286,remove the contents from processor into a medium sized mixing bowl.
1969726286,"add the coconut sugar, cocoa, baking powder, soda, and salt and mix."
1969726286,add the flour with the chocolate chips and mix until just combined.
1969726286,pour the batter into your prepared dish and bake at 350 for 44-45 minutes.
1969726286,"remove from the oven and allow to cool for at least 50 minutes. if you would like, place the brownies in the fridge for 20 or 30 minutes to speed up cooling time. while the brownies cool, start on your mint filling.in a small bowl, combine the soft avocado with full fat coconut milk or heavy cream. beat on high for about 5 minutes until the mixture is fluffy and smooth."
1969726286,add the powdered xylitol and mix well.
1969726286,"add peppermint extract and coloring if desired, and beat until all incorporated. once the mixture is perfectly fluffy and creamy, add the flour and mix until just combined. the mixture should be thick and smooth but still easy to spread."
1969726286,"spread the mixture evenly over the cooled brownies and place in the fridge for 10 minutes, until the mint filling has firmed.next, melt the chocolate."
1969726286,add the oil to the melted chocolate and stir to combine.
1969726286,"remove the brownies from the fridge and pour the melted chocolate over the brownies, gently and quickly spread the chocolate evenly over the brownies. the mint filling should be cold so the warm chocolate doesnt melt the mint filling, but the chocolate will cool quickly once it touches the cold mint. make sure to work quickly so the chocolate layer will be even. return the brownies to the fridge to cool for another 5 minutes until the chocolate is set."
1969726286,cut the brownies after the 5 minutes with a sharp knife.
1969726286,"serve brownies chilled or at room temperature. store any left overs in an airtight container in the refrigerator.note: once the chocolate layer has firmed, be sure to cut all the brownies immediately with a sharp knife. i cut some of the brownies when they were really, really cold, and they didnt cut clean and pretty.*for those who are not concerned with gluten content, wheat or white flour would work okay as well. for wheat, decrease the amount by 1 tablespoon. for the filling, be sure to use a white color flour to keep the mint filling a bright pretty green color.**you can use any kind of chocolate you like, but dark chocolate gives a wonderful flavor to the peppermint and sugar free dark chocolate is the easiest to find."
944809440,preheat oven at 40
944809440,"in a small oven-safe baking dish, or a clay pot, layer the crumbled cheese, covering the entire bottom of the dish."
944809440,sprinkle the minced garlic on top of the feta cheese.
944809440,"spoon the tomato sauce, covering the entire cheese and garlic mixture."
944809440,mix together the mozzarella cheese and the cheddar cheese; layer on top of the tomato sauce.
944809440,"bake it in the oven for 15 minutes, or until the cheese is melted."
944809440,serve it warm with a side of flatbread or tortilla chips.
614425150,"melt butter. blend in cream cheese, maple syrup and lemon juice."
614425150,add flour and combine until dough is smooth. chill overnight.
614425150,roll dough to 1/4-inch thickness.
614425150,cut into 3-inch rounds. make an indentation in the center of each. spoon jam into each indentation.
614425150,"bake on oiled cookie sheets at 450 degrees for 15 minutes. crust should be golden brown and possibly flaking. if not, return for additional few minutes.makes 12"
1627124320,"preheat oven to 350.grease an 8x8 baking dish.in a large saut pan over medium heat, melt the butter and add the peppercorns and the pieces of cinnamon stick.meanwhile, in a double boiler or microwave, melt the unsweetened chocolate and semisweet chocolate together.stir in the espresso to the melted chocolate.once the butter stops foaming and you can see browned bits at the bottom of the pan (about 5 minutes), take off heat and remove the peppercorns and cinnamon stick.it may be easier to strain the contents of the pan and then return just the butter to it.stir the sugars, milk, vanilla, and salt into the butter in the pan.then stir in the cocoa powder and chocolate and espresso mixture.beat in the eggs, and then lastly, stir in the flour."
1627124320,"bake in greased pan for about 25-30 minutes, until a tester comes out clean. feel free to underbake them a bit.once brownies are cooled, spread ganache.i like to put them in the refrigerator to firm up the ganache.to make the ganache, bring the heavy cream and peppercorns to a simmer in a small pot.strain the peppercorns and stir in semisweet chocolate chips."
1803647321,add berries and sugar to a bowl and let macerate for about 30 minutes.
1803647321,add berries to a food processor (or blender) and pulse until smooth.
1803647321,"in a large pitcher add ice (about 1/3 of the way), then top with 2 parts seltzer to one part lemon lime soda."
1803647321,stir in a few scoops of strawberry puree and add juice from 1 lime.
1803647321,stir well then taste.
1803647321,add more strawberry and lime juice if needed.
1803647321,i add thinly slice lime to the pitcher and garnish the glasses with lime wedges and a sugared rim.
1541865670,preheat oven to 350 degrees.
1541865670,spread tsp. of fig jam on each cracker.
1541865670,place a small piece of prosciutto on each cracker.
1541865670,slice the goat cheese.
1541865670,place 1 slice of the goat cheese on each prepared cracker.
1541865670,arrange on sheet trays.
1541865670,bake in the oven for 10 -12 minutes until the edges of the cheese start to brown.
1541865670,remove from the oven and top with cracked white pepper.
1750855780,blend until smooth!
1750855780,serve and enjoy
453372696,"pre-heat oven to 200c.get any kind of fresh sausage that you like. you can use pork, chicken, beef.. it doesnt matter. as long as its the soft kind that comes in a soft casing and not a hard solid casing.we used chorizo sausages because they are really flavourful. and a little spicy."
453372696,cut the sausages at the joints.squeeze the fresh sausage meat out of their casings into a bowl and discard the casings.
453372696,"add 2 tablespoons of grated parmesan cheese to the sausage meat.if you are using plain sausages, add 2 to 3 teaspoons of cajun seasonings at this point. since we used very well flavoured chorizo sausage meat, we skipped this step.chop 5 leaves of basil into small pieces."
453372696,add to the meat mixture.
453372696,add 2 tablespoons of extra virgin olive oil.
453372696,add more if the meat is very dry.
453372696,mix all the ingredients together and combine well.
453372696,"place 1/2 the meat mixture on a sushi mat lined with a sheet of plastic cling wrap. and press them out to resemble a long roll. do this again for the remaining meat mixture.use the sushi mat to roll and compress the meat tightly into a roll. dont squeeze too hard or the roll will be squashed.the complete roll should be tight and even in width.frozen pastry sheets may be purchased from most major supermarkets. keep them frozen till they are ready to use.when they are thawed but still very cold, brush the sheets of pastry with melted butter."
453372696,place each roll of meat on each sheet.
453372696,"roll the pastry sheet over the meat. be careful not to squash the meat down.keep rolling till the pastry folds over.if the ends are not well filled, tuck more meat in with your fingers.using a very sharp knife, gently cut each roll into half."
453372696,"lay the rolls on a baking tray lined with parchment/cooking paper.using a sharp knife, gently make 3 incisions on the top of each roll."
453372696,brush the rolls generously with melted butter.
453372696,"place the tray in the oven and bake for 45mins to 1 hour. watch over them in the last 15 mins.timing will vary depending on how large your rolls are.when the pastry is a darker golden brown, the rolls are ready.best eaten hot!"
1438401527,heat up oil to 375 f for deep fry. deep fry one package of cubed tofu to crispy. they will shrink but crispy like croutons.
1438401527,remove to a prepared tray. fry the other package until golden brown. we would want to sear them.
1438401527,remove and set aside
1438401527,"heat up a wok to medium hi heat until its hot like its about to smoke, then add 1 tbs of oil. swirl it to coat. if you add oil when the wok isnt hot enough, the wok will absorb oil"
1438401527,add garlic and stir frequently because it gets burned fast. crack the eggs. stir.
1438401527,"when eggs start to cook, add vegetable-broccoli first because it takes longer to cook, the rest to follow. the tips to using a wok are motion and speed. swirl it to mix."
1438401527,add roasted onions and keep the food moving
1438401527,"add oyster sauce, soy sauce, dark soy sauce, fermented beans, sugar, vinegar, white pepper. stir to mix. remember, we want to have crisp veggies so dont overcook."
1438401527,"add noodle, stir in between."
1438401527,mix well.
1438401527,add tofu. we add tofu last because it has been cooked. we only need to warm it up and coat with seasonings.
1438401527,the stir-fry process happens fast. thats how to work on a wok-motion and speed!
102845717,"put the parsley, cilantro and garlic into a medium mixing bowl and toss to combine."
102845717,"add the vinegar, salt, red and black pepper and stir."
102845717,pour in the olive oil and mix well to combine. allow the mixture to sit for 30 minutes to allow the flavors to blend. this sauce is not only great on steak but i think it would also be wonderful on pork and chicken as well.
318570564,get ready two small saucepans.
318570564,"in one have together 1/2 of the squash and 1/2 of the apple bring to a simmer, and simmer until just tender when pierced with a fork."
